source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0010894,negative regulation of steroid biosynthetic process,0.023055502265985274,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [GOC:BHF, GOC:tb]",23,275,3,26944,0.01090909090909091,0.13043478260869565,query_1,"['GO:0006694', 'GO:0045939', 'GO:0050810', 'GO:0051055']"
GO:BP,GO:0071704,organic substance metabolic process,0.023055502265985274,True,"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]",13942,275,167,26944,0.6072727272727273,0.011978195380863577,query_1,['GO:0008152']
GO:BP,GO:0009056,catabolic process,0.023055502265985274,True,"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2495,275,41,26944,0.14909090909090908,0.016432865731462926,query_1,['GO:0008152']
GO:BP,GO:1903034,regulation of response to wounding,0.02344382761770589,True,"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",166,275,7,26944,0.025454545454545455,0.04216867469879518,query_1,"['GO:0009611', 'GO:0080134']"
GO:BP,GO:0051240,positive regulation of multicellular organismal process,0.023686527953306905,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1804,275,32,26944,0.11636363636363636,0.017738359201773836,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0008361,regulation of cell size,0.023686527953306905,True,"""Any process that modulates the size of a cell."" [GOC:go_curators]",214,275,8,26944,0.02909090909090909,0.037383177570093455,query_1,['GO:0032535']
GO:BP,GO:0006351,DNA-templated transcription,0.023686527953306905,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",3471,275,53,26944,0.19272727272727272,0.015269374819936617,query_1,"['GO:0010467', 'GO:0032774']"
GO:BP,GO:0043170,macromolecule metabolic process,0.024199200941814544,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",12286,275,150,26944,0.5454545454545454,0.012209018394921048,query_1,['GO:0071704']
GO:BP,GO:0099504,synaptic vesicle cycle,0.024218400708593213,True,"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]",215,275,8,26944,0.02909090909090909,0.037209302325581395,query_1,"['GO:0051649', 'GO:0099003']"
GO:BP,GO:0061041,regulation of wound healing,0.024335931602357856,True,"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]",124,275,6,26944,0.02181818181818182,0.04838709677419355,query_1,"['GO:0042060', 'GO:1903034']"
GO:BP,GO:0007041,lysosomal transport,0.024335931602357856,True,"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]",124,275,6,26944,0.02181818181818182,0.04838709677419355,query_1,['GO:0007034']
GO:BP,GO:0008152,metabolic process,0.024335931602357856,True,"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",14364,275,171,26944,0.6218181818181818,0.011904761904761904,query_1,['GO:0008150']
GO:BP,GO:0051017,actin filament bundle assembly,0.024335931602357856,True,"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]",168,275,7,26944,0.025454545454545455,0.041666666666666664,query_1,"['GO:0022607', 'GO:0061572']"
GO:CC,GO:0044305,calyx of Held,0.024758177011696747,True,"""The terminal specialization of a calyciferous axon which forms large synapses in the mammalian auditory central nervous system."" [NIF_Subcellular:sao1684283879, PMID:11823805]",31,277,3,26995,0.010830324909747292,0.0967741935483871,query_1,['GO:0043679']
GO:BP,GO:0150105,protein localization to cell-cell junction,0.024964839236981905,True,"""A process in which a protein is transported to, or maintained, in a location within a cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]",24,275,3,26944,0.01090909090909091,0.125,query_1,['GO:1902414']
GO:BP,GO:0045939,negative regulation of steroid metabolic process,0.024964839236981905,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]",24,275,3,26944,0.01090909090909091,0.125,query_1,"['GO:0008202', 'GO:0019218', 'GO:0045833']"
GO:BP,GO:0010970,transport along microtubule,0.024964839236981905,True,"""The movement of organelles or other particles from one location in the cell to another along microtubules, driven by motor activity."" [GOC:dph, GOC:mah, GOC:tb]",169,275,7,26944,0.025454545454545455,0.04142011834319527,query_1,"['GO:0007018', 'GO:0030705', 'GO:0099111']"
GO:BP,GO:0051252,regulation of RNA metabolic process,0.02524726381547776,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3653,275,55,26944,0.2,0.015056118258965233,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:CC,GO:0010008,endosome membrane,0.025494963478569412,True,"""The lipid bilayer surrounding an endosome."" [GOC:mah]",477,277,12,26995,0.04332129963898917,0.025157232704402517,query_1,"['GO:0005768', 'GO:0030659', 'GO:0098588']"
GO:MF,GO:0005215,transporter activity,0.025908508662862557,True,"""Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."" [GOC:ai, GOC:dgf]",1189,273,25,25063,0.09157509157509157,0.021026072329688814,query_1,['GO:0003674']
GO:BP,GO:0050801,monoatomic ion homeostasis,0.02600493993782193,True,"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",620,275,15,26944,0.05454545454545454,0.024193548387096774,query_1,['GO:0048878']
GO:BP,GO:0061572,actin filament bundle organization,0.0263410159113285,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."" [GOC:dph]",171,275,7,26944,0.025454545454545455,0.04093567251461988,query_1,['GO:0007015']
GO:CC,GO:1904115,axon cytoplasm,0.026529141535070307,True,"""Any cytoplasm that is part of a axon."" [GO_REF:0000064, GOC:TermGenie, PMID:18667152]",64,277,4,26995,0.01444043321299639,0.0625,query_1,"['GO:0030424', 'GO:0120111']"
GO:BP,GO:0010243,response to organonitrogen compound,0.02659691573919961,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]",1161,275,23,26944,0.08363636363636363,0.019810508182601206,query_1,"['GO:0010033', 'GO:1901698']"
GO:BP,GO:0051246,regulation of protein metabolic process,0.02698904413852136,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1901,275,33,26944,0.12,0.017359284587059442,query_1,"['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']"
GO:BP,GO:2000210,positive regulation of anoikis,0.027284494986424414,True,"""Any process that activates or increases the frequency, rate or extent of anoikis."" [GOC:mah]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0043065', 'GO:0043276', 'GO:2000209']"
GO:BP,GO:0006338,chromatin remodeling,0.027284494986424414,True,"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]",624,275,15,26944,0.05454545454545454,0.02403846153846154,query_1,['GO:0006325']
GO:BP,GO:0002372,myeloid dendritic cell cytokine production,0.027284494986424414,True,"""Any process that contributes to cytokine production by a myeloid dendritic cell."" [GOC:add, ISBN:0781735149]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0002371', 'GO:0002444', 'GO:0061082']"
GO:BP,GO:0060996,dendritic spine development,0.027284494986424414,True,"""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]",128,275,6,26944,0.02181818181818182,0.046875,query_1,"['GO:0016358', 'GO:0048856']"
GO:BP,GO:0002733,regulation of myeloid dendritic cell cytokine production,0.027284494986424414,True,"""Any process that modulates the frequency, rate, or extent of myeloid dendritic cell cytokine production."" [GOC:add]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0002372', 'GO:0002730', 'GO:0002886']"
GO:BP,GO:0002735,positive regulation of myeloid dendritic cell cytokine production,0.027284494986424414,True,"""Any process that activates or increases the frequency, rate, or extent of myeloid dendritic cell cytokine production."" [GOC:add]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0002372', 'GO:0002732', 'GO:0002733', 'GO:0002888', 'GO:0061081']"
GO:BP,GO:0006528,asparagine metabolic process,0.027284494986424414,True,"""The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid."" [GOC:go_curators]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,['GO:0009066']
GO:BP,GO:0030100,regulation of endocytosis,0.027284494986424414,True,"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]",327,275,10,26944,0.03636363636363636,0.03058103975535168,query_1,"['GO:0006897', 'GO:0051128', 'GO:0060627']"
GO:BP,GO:0030048,actin filament-based movement,0.027284494986424414,True,"""Movement of organelles or other particles along actin filaments, or sliding of actin filaments past each other, mediated by motor proteins."" [GOC:BHF, GOC:mah]",128,275,6,26944,0.02181818181818182,0.046875,query_1,['GO:0030029']
GO:BP,GO:0006807,nitrogen compound metabolic process,0.027284494986424414,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]",12143,275,148,26944,0.5381818181818182,0.01218809190480112,query_1,['GO:0008152']
GO:BP,GO:0010468,regulation of gene expression,0.027284494986424414,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",5382,275,75,26944,0.2727272727272727,0.013935340022296544,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0099547,"regulation of translation at synapse, modulating synaptic transmission",0.027284494986424414,True,"""Any process that modulates synaptic transmission by regulating translation occurring at the synapse."" [GOC:dos]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0050804', 'GO:0140243']"
GO:BP,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.027284494986424414,True,"""Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."" [GOC:curators, PMID:10690410]",7,275,2,26944,0.007272727272727273,0.2857142857142857,query_1,"['GO:0000462', 'GO:0000466', 'GO:0000479']"
GO:BP,GO:0001889,liver development,0.0275649995253232,True,"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]",174,275,7,26944,0.025454545454545455,0.040229885057471264,query_1,"['GO:0048732', 'GO:0061008']"
